Content,aspect_labels,sentiment_scores
excellent vets staff are so helpful knowledgeable and friendly would highly recommend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
excellent had an appointment was on time all staff lovely and helpful,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i joined the vets recently after receiving a poor service at another vets i had been loyal to for a number of years the vets is excellent billys paw fully healed introduced to nurse nicky who is now helping and supporting me with billys weight loss plan in place and going really well highly recommend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
always friendly and the service is great we take our two dogs and the vets and reception staff are always great with them they dont even get nervous which is great for our fur babies,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i was disappointed on my visit yesterday to find there was no walk in visit after 1pm i have no car had to walk it took me over half an hour to get from home to there  i am disabled and suffer pain the more i walk so after walking there and back again very disappointed  apart from that i do give 5 stars for treatmentstaff help,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
staff are lovely and it is reasonably priced i recommend ringing before hand to check waiting time if you have a busy day planned as sometimes waiting times can be long this has only happened to me 1 out of 4 visits though so i now check online or over the phone before visiting they have weighed my cats and given me the flea treatment in advance so that i dont have to keep going back i pay a monthly plan which i believe to be a good price from talking with other people,"[0, 0, 0, 1, 0, 0]","[0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
great customer service very kind and helpful  the vets are genuine and do not take your money in vain they offer the best prices and great deals also,"[0, 1, 0, 0, 0, 0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
fantastic got my dog sorted within a week after 11 months at other vets  wouldnt hesitate to  recommend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
kept me informed all the time about my dog spent a long time explaining everything i was very happy with the service provided,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
brilliant would recommend to all animal lovers  i would rank them more stars if there were more keep up the good work x,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
they are very very good and do care about every animal they treat they are the best vet i have been to,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lovely vets have always been very happy with them,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
a helpful lengthy consultation by randolph who was kind and compassionate to my very old dog,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
visited to have our cat examined for possible pregnancy had a bit of a wait but thats only to be expected with a walk in service and they now offer appointments so will use next time all staff very friendly and helpful the vet was brilliant lots of advise and support offered,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the staff were very and reassuring to my dog,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
excellent treatment  can wait a bit service,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
fantastic quality service at the most competitive prices in our area,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i recently registered with the vet and i was very happy with both the customer service from reception and  the visit my dog had first time just for a check up before administering advocate by one of their   vets i think rosie she was really nice  knowledgeable and ready to listen the clinic is  very spacious with two waiting areas to keep separated dogs from cats all positive so far thanks,"[0, 1, 0, 0, 0, 0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
the care and service received for my furr baby neko has been oustanding ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
excellent service very caring staff from reception to nurses and all the vets ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the vets are always lovely very knowledgeable and share the most information possible with you about things i always feel able to ask questions about my pet even if its not the reason that i came to the vets in the first place nothing is too much trouble and they are always lovely with me cat on one occasion i did find one of the receptionists rude and a bit blunt but maybe she was having a bad day,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very friendly good value,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
staff are great really friendly and welcoming and brilliant with the animals and prices are brilliant,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lovely vet and good prices the only downside is the long wait especially on weekends but thats the payoff for the low prices,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
always get a lovely greeting when we go to the vet warrington reception staff so friendly and helpful both the vet nurses and the vet we have seen have so far been very friendly more down to earth and human than other places we have been previously very good at explaining things very good and gentle with our nervous rescue dog and not to forget the more affordable prices we are so glad we have found them after a bad experience with a previous vets ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
teeth clean went well not the best enthusiastic receptionist did the booking over the phone which wasnt the easiest lots of different quotes and back and forth also didnt have any details to do nil by mouth prior took two days to get through to the vet to get correct details,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very professional thanks for giving my dog kennel cough medication,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lovely friendly staff no appointment necessary great price and seen on a sunday highly reccommend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
turned up about 11am and seen within minutes lovely staff and cheapest vet care about,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
always have time to listen and discuss all problems really helpful and understanding if you dont book there may be quite a longish wait spacious comfortable surroundings separate waiting area for dogs and cats less sressful for our pets would recommend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
friendly staff professional and always the best care taken of our animals,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
highly recommend them staff are wonderful they do truly care our cat spent a week there in hospital they took exceptional care of him he made it and got to come home they updated us every day of the progress he was making they also took great care of our dog who was in for 1 day less then a week after we got to take our cat home i cannot fault the veterinary service thank you to everyone  the vet morden,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
excellent service my little dog was really poorly the lovely vet had her back to her normal naughty self in no time at all thank you,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the first vets practice to show attention to my dog and make us feel welcome normally when you enter vets its all about the problem with the dog getting them checked pay the bill and out the door here at the vet two people came over to sit with my dog and show an interest in him if only other places would take the time to do this the fact they operate a walkin service at the weekend was perfect and i was seen within 10 minutes everything was explained clearly and it appears to not be about how much profit they can make but by ensuring that care is given without taking out a mortgage,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
great vet  we always see jessica so caring and understanding  always a nice welcome  wouldnt go any where else and would definitely recommend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we brought our labrador here on monday  the atmosphere was cheerful and calm in the waiting room and the staff are lovely too the nurse was brilliant with jack putting him at ease the whole time he was there will definitely come back here thank you,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i would definitely recommend everybody was extremely helpful from the receptionist right through to the vet,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i had an email from the vet this morning asking to review my latest visit so here goes my dog has been registered here since she was a puppy and id always been happy with the care and cost of consultations treatment etc though lately prices have shot up and i havent been all too happy with the last few visits the most recent being i had concerns about her bladder which a vet prescribed her medication for as she thought she may have a weak bladder but didnt tell me anything about the medication such as side effects or even the cost i couldnt believe it when i went to reception to pay and a small bottle that would last only 10 days cost me over 40 i got home and researched the said medication online to find horrendous side effects and also found it to cost far less for a much larger bottle there was no way i was going to give my dog a potentially lethal medication when the vet wasnt even 100 certain that she had a weak bladder in the first place i emailed the vets to politely ask if there was an alternative cheaper and less risky medication to try instead and if i could return the unopened medication for a refund i was told that a vet would call me the very next day to discuss further options but told they wouldnt be able to refund me for the medication which i wasnt going to use and still havent used the next day i made sure to have my phone with me at every possible opportunity and no one rang in fact i didnt get a phone call until 10 days later which i missed and had a very pointless voicemail left im now down over 40 for a bottle of medication i will never use oh and to top it all off my dog doesnt even have a weak bladder after all so im  extremely glad i didnt give her the medication,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the only problem at the surgery is the waiting and the state of the seating and dogs barking but thats to be expected other than that no problems,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
excellent service knowledgable receptionists great walk in option which is handy only had 1 person in front of me vets were very caring and clearly passionate about the animals they were caring for i will 100 be returning,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
friendly clean and with separate waiting areas for cats and dogs  i did have to wait for a while but id chosen the walkin time and id been able to check the average wait time on the internet before i left  cant fault the vet and the transparent pricing means there are no nasty shocks,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
recommended very good quality vet doctors,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
friendly staff allowed me to change an appointment at the last moment and treated my pet rats very kindly great coffee too,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we always get treated very well  blue is a regular now and they appreciate he is a difficult dog and make sure that he can wait in the car and on difficult days allow him through the side entrance all the vets are professional and patient,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
was so helpful and keeps you informed every step of the way,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the only problem is the waiting area the seating is arranged into an inward facing square so your sitting very close to strangers and for someone with anxiety issues this is very daunting and uncomfortable but the staff vets and service are all second to none would recommend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
always helpful to fit you in if you dont have an appointment,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
over two hour wait one evening  i am sure the receptionist forgot to book us in as people that arrived after us were being seen but she didnt admit to this  i will go there one more time but if the wait time is that long again i shall be changing vets as i would prefer to pay more to be seen quicker,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lovely vets and great staff wouldnt take my dog anywhere else ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
friendly and efficient staff reasonably priced would go again,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
cuddles was seen by rosie and what great care he received she is so passionate about her job,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the vets are wonderful trustworthy and honest that you have to wait sometimes up to two hours is just crazy the quickest i have been seen was within 45 mins  i was there at 800am because of that i have had to find another vet quite far from where i live,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
after worrying about one of boys for a few days and unable to get him in our registed vets we tried the vet in ashton they saw us straight away and were so helpful polite and caring we have now moved our dogs to this vet as they were amazing would recommend to anyone,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i would recommend these vets to anyone as all my pets have recived the highest quality of care  also the price is affordable,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
staff have done a great job caring for my dog when she stayed overnight for a procedure they called me the next day with an update staff are a very friendly and knowledgeable,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
cant thank the vet staff enought for getting pablo through his op and after care excellent,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i was really impressed with the staff dealing with jimmy and even more so by the way they dealt with a most obnoxious woman who was shouting and screaming at everyone in the surgery a lot of people were concerned and worried over their own particular pet and this woman was upsetting everybody the staff handled it really well and reassured all within earshot well done,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
great vets practice that doesnt run on an appointment basis with cheaper prices,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very good service cat had been in a fight and neck was bleeding was reluctant to let me touch it but he had no problem with the vet,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very welcoming reception staff clean and spacious surgery all the vets we have seen have been thorough and professional at all times waiting area could be improved a little with more seating in the dog area,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very long waiting time and the vet male seemed quite abrupt and not particularly friendly my long haired cat had a few pieces of matted fur which we had tried to brush out to no avail i asked for advice on how to remove them and he didnt seem to think it was a big deal just said to leave it a couple more weeks and if theyre still on him to bring him back to be sedated matted fur doesnt remove itselfwe have reluctantly attempted to cut them out of his fur but it is not the best option as we could injure our cat also he didnt bother checking the general health of our cat eg look at eyes teeth which would have only taken a minute,"[0, 0, 0, 1, 0, 0]","[0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
not very good  rang me to say i hadnt paid the bill  also upfront money for an op  took back to my old vets and got the treatment done  told me my dog needed a tooth removed  had 5 teeth removed at my old vets,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the staff were friendly and knowledgable the service was excellent very short wait time and no further problems with my pet i would definitely use this service again and recommend it,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very good would recommendo them put my my mid at ease when had to leave my baby girl for the dayeven let me see where she would be stayingexcellent,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
great team of professional people friendly service and great results very pleased,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
a good quality vet and are a lot cheaper than most other vets around the area,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i called here with my dog twice staff were nice enough but there were only locum vets at the time with a permanent vet to start just after i visited the second time,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
great experience didnt wait long and the vet we saw  oscar  recommended tablets that has stopped our dogs disabillitating condition really happy with this vet,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
a very friendly practice with lovely staff and jess is very compassionate towards ypur petsvery reasonably priced too,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
considering my little dog had blood tests and nothing serious was found 142 i then took him home and he passed away the following day my confidence with not the practicethe particular vet i saw is at an all time low and know i have not contacted them since as it is still far too painful an experience  deb baldry,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the staff are friendly the clinic is clean and spacious  i love the fact that appointments are not necessary as catching the cat can take a lot of time sometimes,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
where should i start great customer servicean extremely friendly staffany questions i had were answeredthe prices are petastic fantastic the place itself looks extremely clean and tidy it also smells good  not your usual dogcat smell my cat always comes out of the vets happy yes i can tell if my cat is happy or notabsolutely love it would recommend to everybody,"[0, 1, 0, 0, 0, 0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
the reception girls were lovely and very welcoming but the vet was very unhelpful he gave no advice on what to do with our very bitey painfulbroken skin puppy also advised me to wait 3 weeks after the 2nd puppy vaccines ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
visited the vet warrington to use their diy dog washing facility however having paid 650 the shampoo issued was diluted so much it wouldnt even lather up and had no scent to it my dog started to smell again within a day my previous visit to use this service was very good with concentrated shampoo so when i complained about the quality of the shampoo on this occasion the receptionist offered to put a spot more shampoo in the diluted solution which did nothing to help but said thats all they would do i certainly wont be visiting there again,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
my lexi was very poorly they treated her twice with medication the receptionist and vet was so caring i had sad ending my dog had to be put to sleep they was so nice would recommend to any one and not expensive they sent me a card and even give my foot prints off my lexi     very clean  and they went the extra mile,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
fantastic in understanding what care your pet needs polite staff who are always willing to answer any of your questions i would endorse this practice to anyone ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
lovely friendly staff just long waiting times,"[0, 0, 0, 1, 0, 0]","[0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
excellent servicevery relaxed and friendly,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
great service my pup was seen straight away honest advice reasonable prices vet was very attentive would recommend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i have the worst experience ever they been feeding my 28kg yorkshire terrier with antibiotics for more than two months coz his anal glands was infected they couldnt get rid of infection and i have spend 500 and after consultation with another vet i find out there was no need for antibiotics and flush which they did coz there is no infection this is my dog normal content new vet checked my dog content and there was no white blood cells whats mean no infection dont go there they not doing right they should start from checking my dog content proper and after that make another steps ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i had to visit the vet in bristol 3 times in a week with my boxer dog who is 11 years old who was poorly each time i saw a vet called chara kalampouka and she was absolutely brilliant she was so lovely with my dog and explained everything in great detail it was a pleasure to deal with her ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
charlie has never liked going to the vets until we joined the vet ashton now he walks in on his own and is happy to be examined we have been with the vet ashton since february and i can not praise them enough finally getting somewhere with charlies allergies i would highly recommend this vets to anyone all i can say is thank so much the vet ashton,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we took our dog tiger to the vet in morden  all the staff were very caring and helpful and compassionate about their job unfortunately tiger was found to be extremely ill and along with his age we had to make the hard choice to let him go  the vet went though all the tests and options and gave all information we needed to know  they were extremely calming and professional  and we would like to thank them all for helping us through this hard time  they even found the time to send us a sympathy card which we feel was very heart warming of them all   terry and tracy of morden,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the vet highams park are outstanding my dog was very poorly and nearly died but herman and the team were absolutely brilliant from start to finish and done everything to save him and now after treatment he is bouncing around full of life nothing is too much trouble from the reception team to the vets themselves you dont feel rushed as they take there time with consultation and my dog wasnt frightened as he felt at ease with them they are reasonably priced and its walk in service without appt is good only downside is the waiting but it makes up for the service you receive this vet practice is highly recommended,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i left my old vet who i thought i was very happy with to come here as we adopt uninsurable animals and the pricing was better after our first couple of visits with a very poorly cat i moved all my animals here and havent looked back fantastic service great staff and really forward thinking treatment that most vets havent even thought of being open on weekends and bank holidays is an excellent bonus and being able to turn up without an appointment means you really can go when it suits you cannot fault them and i am there alot,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
had a few visits with vet then simply just requested couple of times call back from vet never had a phone call just being ignoredif u want some information u need to actually go there n pay for a visit otherwise they wont bother with you,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
visited with marley not knowing what he had wrong with him from meeting reception staff to seeing the vet and the nurses we received 5 service and marley thankfully is now recovering,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the vet hengrove is an excellent practice the vets and staff are all very friendly they show such get care when you need to visit when your pet is poorly,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
where do i begin after my pregnant cat went missing for two days and then came home bleeding regularly we rushed her to the vet in ashton normally we use another vet but decided to give them a try we arrived at 1815 on 2202 when we got back to see the vet he seemed very concerned about the fact that they were closing soon he gave our cat a quick look over and then said there was nothing he could do that night as he didnt have time he gave her an injection of antibiotic and told us to make an appointment for the morning while on reception paying for the visit and booking for the morning the vet came out and said to the receptionist that he had to leave and she was upset that he was not finishing with the other customers still in the shop we were then told to just show up at 8 instead of making an appointment  when i showed up at 8 the following morning i waited an hour to see the vet watching 2 customers who showed up after me get served first when i got into see the vet she told me that she thought that the pregnancy had gone wrong and that we would need to spay her or put her down then gave me a long list of other potential fatal things that could be a factor i opted for the surgery and left my cat with the vet  i received a call at 1242 that afternoon informing me that when they tried to administer anisthetic that my cat had taken a turn for the worse i was told that after doing emergency blood work which i had agreed to if necessary that her blood levels were not good and they could not do the surgery i was told that she most likely had a viral blood infection and the chance of her survival was very unlikely and that the only alternative was blood transfusion that would cost thousands and would only have a very slim chance of helping  i informed the vet that i would like to know the costs and options as i was not willing to put her down the vet infomed me that she would phone some specialists and get back to me within the hour as time was critical i was in harrogate with work at this time which is two hours away from the ashton store i left immediately and picked up my partner from work as she was in pieces having heard the news that we would most likely be putting our cat to sleep  when we arrived at the vet we told the receptionist who we were and he said he would inform the vet this was at 1600 and i still hadnt received the call that i was told i would get one hour from when we initially spoke we were left waiting for roughly an hour at which point i asked the receptionist what was going on and he informed me the vet was making the calls to the specialists and would be with us soon clearly she had not made any calls until we showed up to find out what was going on after being told time was critical i find this unacceptable finally we spoke with the vet who said after speaking to a few specialists that the surgery was now completely possible and that it was unlikely that all the other fatal possibilities i was told were likely were a factor we asked to see her as we at this point believed she was on the verge of death due to the vets description when they brought her out she was awake alert and seemingly in relatively good shape nowhere near the cat fighting for her life we were lead to believe  unfortunately now that so much time had passed she would need to be taken to an after hours clinic for the surgery i was initially quoted 100 for the surgery and had already paid 27 the night before i was given a bill for 130 and was told it was because they had to do a blood test so now im 150 in and still have nothing to show for it this is already more than the cost quoted for the problem to be solved  we were told to go straight to the after hours vet only up the road so we headed straight there this was about 1800 they told us they had not yet received the email with all the information from the vet which i was told was being sent as i was leaving i had to ring and remind the receptionist that he needed to send the email as we were leaving the receptionist explained that they are a vet during the day and a separate company operate after hours so we would have to pay the normal rate for them to care for her until 1900 we had already dropped her off so were charged a further 22 they informed us that they had told the vet we could avoid this fee if we just came at 1900 this was never conveyed to us i was completely embarrassed as i was under the impression we were only dropping our cat off and the receptionist had to stop us at the door and tell us we couldnt leave without paying we were also not told we would have to leave a deposit of 200 we were then quoted 6001000 for the procedure as it was out of hours this was only necessary due to the fact that the initial vet did not have the knowledge to perform the procedure correctly  the surgery was performed overnight by pets999 who were very attentative and kept me informed the whole time they said there was no reason why the surgery would not be successful and were confident she would be fine  the surgery went fine and there were no complications she is now home and recovering thanks to pets999 and no thanks to and in spite of the complete lack of competency of the vet  myself and my partner have been put through complete hell the last 48 hours after being made to believe there was no hope for our beloved cat actually being advised to put her down and then having to pay astronomical prices of over 800 for out of hours urgent care that wouldnt have been necessary if the vet had a more experienced competent staff  i never once felt like anyone at the vet cared for my cats welfare or our emotional state i was charged more than i was quoted for something that wasnt even done and got left with a huge bill  i am now wondering how to pay my bills and i will never use or recommend the vet to anyone we were referred by friends and will be letting all of them know of our experience,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
excellent care  attention  the cost of vetietinary treatment just became more friendlier and reasonably priced  no waiting around bright airy waiting room and consulting rooms  the best vets in the liverpool area with quality treatment at affordable prices,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
very good care and follow ups very helpful and caring,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i travel a long way to bring my dog here the staff on reception are fantastic and create a calm atmosphere the veterinary care is trustworthy professional and without any pretentiousness the practice is very supportive at worrying times and jen is brilliant,"[1, 0, 0, 0, 0, 0]","[0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
very good was warned of a long delay but was seen within 20 minutes friendly staff,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the vets and their team clearly love animals great practice,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
took 3 dogs for boosters on a sunday afternoon we were in and out in just under an hour which i thought was very reasonable vet was lovely even with the difficult dog in the trio waiting room was a bit noisy due to someone elses dog barking continually but that isnt down to the practice,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
great practice and service  would highly recommend,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
i had my rabbit clover recently spayed here and was very nervous however the staff were competent capable and communication was fantastic clover was sent home with 3 days pain relief and the staff were knowledgeable in the care specified for rabbits both pre and post op we were sent home with some syringe feed which came in good use and the operation in its entirety was priced well below others who seemed less wellversed in rabbit specific care thank you to all the team at the vet who dealt with clover last week and specifically nikki for the fantastic preop and day 9 postop check,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
my 8 month westie pup went in for castration the staff were wonderful with him very friendly explained everything to reassure me he was in safe hands  they were 60 cheaper then my regular vet would definitely recommend them,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
so happy with the practice and all of the staff i have come into contact with especially nurse nikki what was a worrying experience was made so much easier with her genuine caring nature nothing was too much thank you nikki and all of the staff your team are so nice professional and caring well done i also appreciate the drop in system and opening hours you have in place  which is so convenient for people working full time i would highly recommend this practice,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
staff really helpful seem to straight away dog was happy overall great experiance for my puppys first time to the vet,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
all staff are always helpful kind  reassuring  very good fees for treatments we always come away happy  we have1 dog  2 cats ,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
we have been with the vet for years now and have never had any problems we have just had to visit for 3 weeks running due to an ongoing ear infection with our dog and the staff were very helpful and attentive the surgery is very clean,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
they are very commercial and recommended treatment for my cats that according to the rspca vet was unnecessary now i dont trust them anymore,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
professional service although they should allow taking bookings for the appointment,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
the vet led me through my pets procedure clearly and left me with confidence of the whole process costs were fully explained and fully met my expectations would use this happily service again,"[0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
